id,domain,issue_type,image_path,text_description,location_type,severity,urgency,language,pair_difficulty,confidence_label
00990,Urban Infrastructure,Broken public infrastructure,data/raw/images/urban_infrastructure/broken_public_infrastructure/broken_public_infrastructure_014.jpg,We are facing an issue of broken public infrastructure beside the main road for several days. This is causing a lot of trouble to residents. No one has come to check yet.,Semi-Urban,High,High,English,both_clear,high
00991,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_000.jpg,"Hamare area mein open manhole ki dikkat hai, panchayat office ke saamne.",Semi-Urban,High,High,Hinglish,complementary,high
00992,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_001.jpg,There is a problem related to open manhole near the colony gate. This needs to be fixed urgently.,Urban,High,High,English,clear_text_unclear_image,medium
00993,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_002.jpg,"Yeh open manhole wali problem bazaar ke paas ek hafte se se hai, koi dekhne nahi aaya abhi tak.",Urban,Low,Medium,Hinglish,clear_text_unclear_image,medium
00994,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_003.jpg,"Yeh open manhole wali problem school ke peeche kal se se hai, koi dekhne nahi aaya abhi tak.",Urban,Medium,Medium,Hinglish,both_clear,high
00995,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_004.jpg,"Yeh open manhole wali problem hamari gali ke paas kal se se hai, koi dekhne nahi aaya abhi tak.",Urban,Low,Low,Hinglish,clear_text_unclear_image,medium
00996,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_005.jpg,"Something is wrong in our area, someone should look into it.",Urban,High,High,English,vague_text_clear_image,medium
00997,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_006.jpg,Open manhole has been a problem in front of the panchayat office for over a week. Please take action soon.,Semi-Urban,Low,Medium,English,both_clear,high
00998,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_007.jpg,There is a problem related to open manhole beside the main road.,Rural,Medium,Medium,English,both_clear,high
00999,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_008.jpg,We are facing an issue of open manhole beside the main road for almost a month. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Urban,High,High,English,clear_text_unclear_image,medium
01000,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_009.jpg,बाजार के पास एक गंभीर समस्या है जिसकी वजह Open manhole है।,Semi-Urban,Medium,Medium,Hindi,complementary,high
01001,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_010.jpg,There is a problem related to open manhole close to our village. This is causing a lot of trouble to residents.,Semi-Urban,High,High,English,both_clear,high
01004,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_013.jpg,There is a problem related to open manhole beside the main road. Many families in the area are affected by this. We have complained before but no action has been taken.,Semi-Urban,Low,Low,English,clear_text_unclear_image,medium
01005,Urban Infrastructure,Open manhole,data/raw/images/urban_infrastructure/open_manhole/open_manhole_014.jpg,"There is a problem related to open manhole beside the main road. This is causing a lot of trouble to residents, especially elderly people and children. We request the concerned department to inspect and resolve this at the earliest. Plz look into this asap.",Urban,High,Medium,English,both_clear,high
01006,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_000.jpg,मुख्य सड़क के किनारे एक गंभीर समस्या है जिसकी वजह Damaged road divider है।,Rural,Low,Medium,Hindi,clear_text_unclear_image,medium
01007,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_001.jpg,"main road ke kinare damaged road divider ki problem hai kal raat se, please jaldi fix karo.",Rural,Low,Low,Hinglish,both_clear,high
01008,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_002.jpg,This has been an issue for a while now.,Rural,High,High,Hindi,vague_text_clear_image,medium
01009,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_003.jpg,We are facing an issue of damaged road divider at the crossing for several days. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Rural,Low,Medium,English,both_clear,high
01010,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_004.jpg,"कॉलोनी के गेट के पास damaged road divider की समस्या है, कृपया जल्द ठीक करें।",Urban,Low,Medium,Hindi,complementary,high
01011,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_005.jpg,"Sir/Madam, panchayat office ke saamne damaged road divider ho raha h, jaldi solve kijiye plz.",Rural,High,Medium,Hinglish,both_clear,high
01012,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_006.jpg,"Yeh damaged road divider wali problem bus stop ke paas ek mahine se se hai, koi dekhne nahi aaya abhi tak.",Rural,Medium,Medium,Hinglish,complementary,high
01013,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_007.jpg,Damaged road divider has been a problem outside our house for almost a month. Nobody from the authorities has visited yet.,Semi-Urban,Low,Medium,English,clear_text_unclear_image,medium
01014,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_008.jpg,There is a problem related to damaged road divider outside our house. Many families in the area are affected by this. We have complained before but no action has been taken.,Semi-Urban,Medium,Low,English,both_clear,high
01015,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_009.jpg,"Yeh damaged road divider wali problem main road ke kinare pichhle teen din se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,Medium,High,Hinglish,complementary,high
01016,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_010.jpg,There is a problem related to damaged road divider near the railway station road. This needs to be fixed urgently.,Rural,Low,Low,English,both_clear,high
01017,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_011.jpg,"Sir/Madam, bus stop ke paas damaged road divider ho raha hai, jaldi solve kijiye plz.",Urban,Medium,Medium,Hinglish,both_clear,high
01018,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_012.jpg,Not sure who to contact but this needs attention.,Urban,High,High,Hinglish,vague_text_clear_image,medium
01019,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_013.jpg,बस स्टॉप के पास एक गंभीर समस्या है जिसकी वजह Damaged road divider है।,Urban,High,High,Hindi,both_clear,high
01020,Urban Infrastructure,Damaged road divider,data/raw/images/urban_infrastructure/damaged_road_divider/damaged_road_divider_014.jpg,We are facing an issue of damaged road divider outside our house for two weeks now.,Semi-Urban,High,High,English,clear_text_unclear_image,medium
01021,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_000.jpg,We are facing an issue of flooded road next to the bus stop for over a week. No one has come to check yet. It's affecting a lot of families nearby.,Urban,Low,Low,English,complementary,high
01022,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_001.jpg,There is a problem related to flooded road at the crossing. This is causing a lot of trouble to residents.,Semi-Urban,Medium,Medium,English,both_clear,high
01023,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_002.jpg,Flooded road has been a problem close to our village since yesterday. Nobody from the authorities has visited yet.,Rural,Medium,High,English,both_clear,high
01024,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_003.jpg,Flooded road has been a problem behind the school for two weeks now. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Semi-Urban,Low,Medium,English,both_clear,high
01025,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_004.jpg,मुख्य सड़क के किनारे एक गंभीर समस्या है जिसकी वजह Flooded road है।,Semi-Urban,High,High,Hindi,both_clear,high
01026,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_005.jpg,"Sir/Madam, main road ke kinare flooded road ho raha hai, jaldi solve kijiye plz.",Rural,Low,Medium,Hinglish,complementary,high
01027,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_006.jpg,Citizens are facing trouble due to flooded road near the colony gate. Please take action soon.,Rural,Low,Low,English,both_clear,high
01028,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_007.jpg,Kindly send someone to check this place.,Urban,Low,Medium,Hindi,vague_text_clear_image,medium
01029,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_008.jpg,"Flooded road has been a problem in front of the panchayat office for two weeks now. Also, this has gotten worse since last week.",Rural,Medium,Low,English,complementary,high
01030,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_009.jpg,"पंचायत भवन के सामने flooded road की समस्या है, कृपया जल्द ठीक करें।",Semi-Urban,Low,Medium,Hindi,both_clear,high
01031,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_010.jpg,We are facing an issue of flooded road close to our village for two weeks now. This needs to be fixed urgently.,Semi-Urban,Low,Medium,English,both_clear,high
01032,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_011.jpg,"Yeh flooded road wali problem main road ke kinare pichhle teen din se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,High,High,Hinglish,clear_text_unclear_image,medium
01033,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_012.jpg,Citizens are facing trouble due to flooded road outside our house.,Rural,Low,Low,English,clear_text_unclear_image,medium
01034,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_013.jpg,बाजार के पास एक गंभीर समस्या है जिसकी वजह Flooded road है।,Rural,Low,Low,Hindi,clear_text_unclear_image,medium
01035,Urban Infrastructure,Flooded road,data/raw/images/urban_infrastructure/flooded_road/flooded_road_014.jpg,There is a problem related to flooded road at teh crossing. This is causing a lot of trouble to residents.,Rural,High,High,English,both_clear,high
01036,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_000.jpg,We are facing an issue of damaged public office in front of the panchayat office for over a week. This is causing a lot of trouble to residents.,Urban,High,Medium,English,both_clear,high
01037,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_001.jpg,बाजार के पास एक गंभीर समस्या है जिसकी वजह Damaged public office है।,Urban,High,High,Hindi,complementary,high
01038,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_002.jpg,Not sure who to contact but this needs attention.,Urban,High,High,Hindi,vague_text_clear_image,medium
01039,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_003.jpg,There is a problem related to damaged public office next to the bus stop. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Rural,Medium,High,English,both_clear,high
01040,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_004.jpg,"Something is wrong in our area, someone should look into it.",Urban,Medium,Medium,English,vague_text_clear_image,medium
01041,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_005.jpg,"Yeh damaged public office wali problem school ke peeche kal se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,High,High,Hinglish,both_clear,high
01043,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_007.jpg,"हमारे गाँव के नज़दीक damaged public office की समस्या है, कृपया जल्द ठीक करें।",Semi-Urban,Low,Medium,Hindi,both_clear,high
01044,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_008.jpg,कॉलोनी के गेट के पास एक गंभीर समस्या है जिसकी वजह Damaged public office है।,Rural,Medium,Low,Hindi,complementary,high
01045,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_009.jpg,Citizens are facing trouble due to damaged public office beside the main road. Please take action soon.,Rural,High,High,English,both_clear,high
01046,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_010.jpg,"hamari gali ke paas damaged public office ki problem hai do hafte se, please jaldi fix karo.",Urban,High,High,Hinglish,both_clear,high
01047,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_011.jpg,We are facing an issue of damaged public office near the railway station road for over a week. Many families in the area are affected by this. We have complained before but no action has been taken.,Semi-Urban,Medium,Medium,English,both_clear,high
01048,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_012.jpg,"बाजार के पास की स्थिति बहुत खराब है, यह damaged public office से जुड़ी समस्या है।",Urban,High,High,Hindi,both_clear,high
01049,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_013.jpg,There is a problem related to damaged public office behind the school. Many families in the area are affected by this. We request the concerned department to inspect and resolve this at the earliest.,Rural,High,High,English,both_clear,high
01050,Public Service Delivery,Damaged public office,data/raw/images/public_service_delivery/damaged_public_office/damaged_public_office_014.jpg,"Citizens are facing trouble due to damaged public office near the market. This is causing a lot of trouble to residents, especially elderly people and children. It would be great if someone could visit and check the situation.",Rural,High,High,English,clear_text_unclear_image,medium
01051,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_000.jpg,Citizens are facing trouble due to poor condition of government service centre near our street. This needs to be fixed urgently. Plz look into this asap.,Urban,Medium,Medium,English,both_clear,high
01052,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_001.jpg,"पंचायत भवन के सामने poor condition of government service centre की समस्या है, कृपया जल्द ठीक करें।",Semi-Urban,Medium,Low,Hindi,both_clear,high
01053,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_002.jpg,Poor condition of government service centre has been a problem in front of the panchayat office for several days. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Urban,High,High,English,both_clear,high
01054,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_003.jpg,We are facing an issue of poor condition of government service centre close to our village for the past three days. Please take action soon.,Urban,Low,Low,English,both_clear,high
01055,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_004.jpg,Kindly send someone to check this place.,Semi-Urban,Medium,Medium,English,vague_text_clear_image,medium
01056,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_005.jpg,Not sure who to contact but this needs attention.,Rural,Low,Low,Hindi,vague_text_clear_image,medium
01057,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_006.jpg,"colony gate ke paas poor condition of government service centre ki problem hai pichhle teen din se, please jaldi fix karo.",Semi-Urban,High,High,Hinglish,both_clear,high
01058,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_007.jpg,"पंचायत भवन के सामने की स्थिति बहुत खराब है, यह poor condition of government service centre से जुड़ी समस्या है।",Semi-Urban,Low,Medium,Hindi,both_clear,high
01059,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_008.jpg,Citizens are facing trouble due to poor condition of government service centre behind the school. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Semi-Urban,High,High,English,clear_text_unclear_image,medium
01061,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_010.jpg,Citizens are facing trouble due to poor condition of government service centre next to the bus stop. This is right next to the main road.,Rural,High,High,English,complementary,high
01062,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_011.jpg,"Yeh poor condition of government service centre wali problem gaon ke nazdeek ek hafte se se h, koi dekhne nahi aaya abhi tak.",Rural,Medium,Medium,Hinglish,both_clear,high
01063,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_012.jpg,"Sir/Madam, main road ke kinare poor condition of government service centre ho raha hai, jaldi solve kijiye plz.",Semi-Urban,Medium,Low,Hinglish,clear_text_unclear_image,medium
01064,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_013.jpg,"Yeh poor condition of government service centre wali problem gaon ke nazdeek kal raat se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,Medium,Medium,Hinglish,both_clear,high
01065,Public Service Delivery,Poor condition of government service centre,data/raw/images/public_service_delivery/poor_condition_of_government_service_centre/poor_condition_of_government_service_centre_014.jpg,Poor condition of government service centre has been a problem near the colony gate for over a week.,Semi-Urban,Low,Medium,English,both_clear,high
01066,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_000.jpg,Citizens are facing trouble due to broken public infrastructure near the market. This is right next to the school.,Urban,High,High,English,complementary,high
01067,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_001.jpg,We are facing an issue of broken public infrastructure at the crossing for two weeks now. This needs to be fixed urgently.,Semi-Urban,Medium,Medium,English,clear_text_unclear_image,medium
01068,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_002.jpg,There is a problem related to broken public infrastructure in front of the panchayat office.,Urban,Medium,Medium,English,both_clear,high
01069,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_003.jpg,"स्कूल के पीछे की स्थिति बहुत खराब है, यह broken public infrastructure से जुड़ी समस्या है।",Rural,High,High,Hindi,both_clear,high
01070,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_004.jpg,There is a problem related to broken public infrastructure near our street. This needs to be fixed urgently.,Rural,Low,Low,English,clear_text_unclear_image,medium
01071,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_005.jpg,"Yeh broken public infrastructure wali problem colony gate ke paas ek mahine se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,Low,Low,Hinglish,both_clear,high
01072,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_006.jpg,We are facing an issue of broken public infrastructure next to the bus stop for the past three days. This is right next to the main road.,Urban,Low,Low,English,complementary,high
01073,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_007.jpg,"bazaar ke paas broken public infrastructure ki problem hai do hafte se, please jaldi fix karo.",Rural,Medium,Medium,Hinglish,clear_text_unclear_image,medium
01074,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_008.jpg,Citizens are facing trouble due to broken public infrastructure outside our house. Nobody from the authorities has visited yet. Plz look into this asap.,Urban,Medium,Medium,English,both_clear,high
01075,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_009.jpg,Broken public infrastructure has been a problem beside the main road since yesterday. Many families in the area are affected by this. We have complained before but no action has been taken.,Rural,High,High,English,clear_text_unclear_image,medium
01076,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_010.jpg,Broken public infrastructure has been a problem close to our village for over a week. This is right next to the temple.,Semi-Urban,High,High,English,complementary,high
01077,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_011.jpg,There is a problem related to broken public infrastructure close to our village. This is causing a lot of trouble to residents.,Rural,Low,Low,English,clear_text_unclear_image,medium
01078,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_012.jpg,"There is some problem here, please check when possible.",Urban,Medium,Medium,English,vague_text_clear_image,medium
01079,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_013.jpg,Citizens are facing trouble due to broken public infrastructure beside the main road.,Semi-Urban,High,High,English,both_clear,high
01080,Public Service Delivery,Broken public infrastructure,data/raw/images/public_service_delivery/broken_public_infrastructure/broken_public_infrastructure_014.jpg,हमारे गाँव के नज़दीक एक गंभीर समस्या है जिसकी वजह Broken public infrastructure है।,Rural,Low,Medium,Hindi,both_clear,high
01081,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_000.jpg,Long unused public facility has been a problem close to our village for over a week. Please take action soon.,Rural,Medium,Low,English,clear_text_unclear_image,medium
01082,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_001.jpg,Long unused public facility has been a problem near the market for over a week. Nobody from the authorities has visited yet.,Semi-Urban,High,High,English,both_clear,high
01083,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_002.jpg,"Yeh long unused public facility wali problem bazaar ke paas do hafte se se hai, koi dekhne nahi aaya abhi tak.",Rural,High,High,Hinglish,both_clear,high
01084,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_003.jpg,"Sir/Madam, colony gate ke paas long unused public facility ho raha hai, jaldi solve kijiye plz.",Rural,Medium,Medium,Hinglish,both_clear,high
01085,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_004.jpg,There is a problem related to long unused public facility at the crossing. Plz look into this asap.,Rural,Low,Medium,English,both_clear,high
01086,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_005.jpg,We are facing an issue of long unused public facility in front of the panchayat office for almost a month. Nobody from the authorities has visited yet.,Rural,Low,Medium,English,both_clear,high
01087,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_006.jpg,There is a problem related to long unused public facility near the colony gate.,Rural,Medium,Medium,English,both_clear,high
01088,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_007.jpg,We are facing an issue of long unused public facility next to the bus stop for the past three days. Nobody from the authorities has visited yet.,Urban,High,High,English,both_clear,high
01089,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_008.jpg,"बाजार के पास की स्थिति बहुत खराब है, यह long unused public facility से जुड़ी समस्या है।",Urban,Low,Medium,Hindi,both_clear,high
01090,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_009.jpg,"Sir/Madam, panchayat office ke saamne long unused public facility ho raha hai, jaldi solve kijiye plz.",Urban,Medium,Medium,Hinglish,both_clear,high
01091,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_010.jpg,We are facing an issue of long unused public facility next to the bus stop for several days. Nobody from the authorities has visited yet.,Urban,High,High,English,both_clear,high
01092,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_011.jpg,Long unused public facility has been a problem beside the main road for almost a month. Nobody from the authorities has visited yet.,Semi-Urban,Low,Low,English,both_clear,high
01093,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_012.jpg,Citizens are facing trouble due to long unused public facility next to the bus stop.,Rural,High,Medium,English,both_clear,high
01094,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_013.jpg,"Something is wrong in our area, someone should look into it.",Rural,Low,Medium,Hinglish,vague_text_clear_image,medium
01095,Public Service Delivery,Long unused public facility,data/raw/images/public_service_delivery/long_unused_public_facility/long_unused_public_facility_014.jpg,"Long unused public facility has been a problem beside the main road for two weeks now. This is causing a lot of trouble to residents, especially elderly people and children. We have complained before but no action has been taken.",Rural,High,High,English,both_clear,high
01096,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_000.jpg,There is a problem related to missing public information board near the colony gate. This is right next to the temple.,Semi-Urban,High,High,English,complementary,high
01097,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_001.jpg,"There is some problem here, please check when possible.",Urban,Low,Low,English,vague_text_clear_image,medium
01098,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_002.jpg,"Hamare area mein missing public information board ki dikkat hai, colony gate ke paas.",Rural,Medium,High,Hinglish,both_clear,high
01099,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_003.jpg,Missing public information board has been a problem close to our village since last night. Nobody from the authorities has visited yet.,Urban,Low,Low,English,both_clear,high
01100,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_004.jpg,Citizens are facing trouble due to missing public information board near the market. This is causing a lot of trouble to residents.,Rural,Medium,Medium,English,both_clear,high
01101,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_005.jpg,"हमारी गली के पास missing public information board की समस्या है, कृपया जल्द ठीक करें।",Rural,High,High,Hindi,complementary,high
01102,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_006.jpg,Kindly send someone to check this place.,Rural,Medium,Medium,English,vague_text_clear_image,medium
01103,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_007.jpg,We are facing an issue of missing public information board near the market since last night. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Semi-Urban,Medium,Medium,English,both_clear,high
01104,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_008.jpg,"हमें बस स्टॉप के पास missing public information board की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Rural,Low,Low,Hindi,complementary,high
01105,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_009.jpg,"Yeh missing public information board wali problem main road ke kinare ek hafte se se hai, koi dekhne nahi aaya abhi tak.",Rural,Medium,Medium,Hinglish,both_clear,high
01106,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_010.jpg,We are facing an issue of missing public information board near the market for the past three days. Many families in the area are affected by this. We request the concerned department to inspect and resolve this at the earliest.,Urban,High,High,English,clear_text_unclear_image,medium
